instanceID,courseCode,teacherID,studyPeriod,academicYear
I-4090,1070,19931203-0066,2.0,2023-2024
I-4091,1027,19790708-0041,3.0,2023-2024
I-4092,1039,19750512-0043,1.0,2013-2014
I-4093,1248,19921208-0097,2.0,2013-2014
I-4094,1157,19900902-0090,3.0,2013-2014
I-4095,1093,19900701-0138,4.0,2013-2014
I-4096,1273,19770713-0042,4.0,2013-2014
I-4097,1236,19910927-0128,3.0,2013-2014
I-4098,1187,19750331-0036,4.0,2013-2014
I-4099,1149,19930326-0132,1.0,2013-2014
I-4100,1127,19900119-0104,3.0,2013-2014
I-4101,1262,19900723-0126,1.0,2014-2015
I-4102,1268,19900723-0126,3.0,2014-2015
I-4103,1242,19901219-0125,2.0,2014-2015
I-4104,1168,19771013-0040,4.0,2014-2015
I-4105,1020,19910122-0077,4.0,2014-2015
I-4106,1212,19780602-0035,1.0,2014-2015
I-4107,1182,19910927-0128,3.0,2014-2015
I-4108,1081,19930302-0135,2.0,2014-2015
I-4109,1050,19750722-0060,1.0,2014-2015
I-4110,1036,19900128-0095,4.0,2014-2015
I-4111,1004,19900426-0089,4.0,2014-2015
I-4112,1057,19900801-0130,2.0,2015-2016
I-4113,1024,19780317-0052,4.0,2015-2016
I-4114,1146,19761020-0044,1.0,2015-2016
I-4115,1132,19780602-0035,4.0,2015-2016
I-4116,1121,19921218-0101,1.0,2015-2016
I-4117,1007,19920826-0088,1.0,2015-2016
I-4118,1282,19750417-0051,3.0,2015-2016
I-4119,1171,19780424-0057,4.0,2015-2016
I-4120,1159,19920917-0109,4.0,2015-2016
I-4121,1099,19780815-0047,2.0,2015-2016
I-4122,1098,19790618-0048,2.0,2015-2016
I-4123,1084,19900321-0080,1.0,2015-2016
I-4124,1232,19900211-0140,2.0,2016-2017
I-4125,1233,19910817-0092,4.0,2016-2017
I-4126,1037,19900307-0105,4.0,2016-2017
I-4127,1227,19900321-0080,4.0,2016-2017
I-4128,1145,19790702-0038,4.0,2016-2017
I-4129,1127,19910403-0103,1.0,2016-2017
I-4130,1110,19920828-0070,3.0,2016-2017
I-4131,1058,19750122-0056,3.0,2016-2017
I-4132,1031,19770224-0058,4.0,2016-2017
I-4133,1280,19910514-0068,1.0,2017-2018
I-4134,1298,19750102-0059,4.0,2017-2018
I-4135,1219,19920504-0093,4.0,2017-2018
I-4136,1175,19750512-0043,2.0,2017-2018
I-4137,1180,19781130-0054,1.0,2017-2018
I-4138,1164,19761024-0034,2.0,2017-2018
I-4139,1165,19781130-0054,2.0,2017-2018
I-4140,1146,19750512-0043,1.0,2017-2018
I-4141,1112,19750122-0056,4.0,2017-2018
I-4142,1038,19750722-0060,4.0,2017-2018
I-4143,1004,19750705-0033,3.0,2018-2019
I-4144,1236,19750331-0036,1.0,2018-2019
I-4145,1170,19750906-0032,2.0,2018-2019
I-4146,1121,19750331-0036,3.0,2018-2019
I-4147,1268,19750722-0060,4.0,2018-2019
I-4148,1259,19760524-0046,1.0,2018-2019
I-4149,1186,19750331-0036,4.0,2018-2019
I-4150,1163,19911025-0091,4.0,2018-2019
I-4151,1028,19770224-0058,1.0,2018-2019
I-4152,1019,19790702-0038,2.0,2018-2019
I-4153,1010,19910101-0133,4.0,2019-2020
I-4154,1233,19921127-0120,4.0,2019-2020
I-4155,1149,19750705-0033,3.0,2019-2020
I-4156,1017,19750417-0051,3.0,2019-2020
I-4157,1250,19930829-0082,3.0,2019-2020
I-4158,1186,19750906-0032,2.0,2019-2020
I-4159,1113,19910327-0096,2.0,2019-2020
I-4160,1111,19900317-0083,2.0,2019-2020
I-4161,1083,19790702-0038,4.0,2019-2020
I-4162,1065,19750220-0037,3.0,2019-2020
I-4163,1273,19910206-0081,4.0,2020-2021
I-4164,1211,19900211-0140,3.0,2020-2021
I-4165,1256,19930228-0086,1.0,2020-2021
I-4166,1155,19761024-0034,3.0,2020-2021
I-4167,1139,19750417-0051,1.0,2020-2021
I-4168,1224,19771013-0040,2.0,2020-2021
I-4169,1220,19780424-0057,4.0,2020-2021
I-4170,1203,19780424-0057,1.0,2020-2021
I-4171,1079,19931212-0079,3.0,2020-2021
I-4172,1159,19930616-0127,4.0,2021-2022
I-4173,1110,19931226-0118,1.0,2021-2022
I-4174,1120,19931118-0062,2.0,2021-2022
I-4175,1057,19921123-0108,3.0,2021-2022
I-4176,1006,19900520-0063,1.0,2021-2022
I-4177,1299,19920206-0072,3.0,2021-2022
I-4178,1161,19900619-0076,3.0,2021-2022
I-4179,1035,19921218-0101,1.0,2021-2022
I-4180,1032,19761020-0044,3.0,2021-2022
I-4181,1238,19750102-0059,2.0,2022-2023
I-4182,1204,19900520-0063,3.0,2022-2023
I-4183,1228,19910403-0103,1.0,2022-2023
I-4184,1074,19900818-0116,1.0,2022-2023
I-4185,1165,19900317-0083,4.0,2022-2023
I-4186,1060,19750722-0060,4.0,2022-2023
I-4187,1047,19790717-0045,4.0,2022-2023
I-4188,1030,19761024-0034,4.0,2022-2023
I-4189,1059,19760524-0046,4.0,2023-2024
I-4190,1031,19930512-0117,3.0,2023-2024
I-4191,1249,19910101-0133,3.0,2023-2024
I-4192,1198,19750417-0051,4.0,2023-2024
I-4193,1049,19930508-0061,1.0,2023-2024
I-4194,1279,19790426-0049,3.0,2023-2024
I-4195,1244,19761024-0034,4.0,2023-2024
I-4196,1211,19920828-0070,3.0,2023-2024
I-4197,1153,19910514-0068,3.0,2023-2024
I-4198,1112,19760108-0050,3.0,2023-2024
I-4199,1241,19910122-0077,4.0,2013-2014
I-4200,1094,19910214-0084,1.0,2013-2014
I-4201,1229,19781130-0054,2.0,2013-2014
I-4202,1167,19910921-0136,4.0,2013-2014
I-4203,1220,19931118-0062,3.0,2013-2014
I-4204,1058,19931226-0118,4.0,2013-2014
I-4205,1054,19781125-0031,3.0,2013-2014
I-4206,1017,19900818-0116,1.0,2013-2014
I-4207,1013,19750122-0056,2.0,2013-2014
I-4208,1153,19771013-0040,1.0,2014-2015
I-4209,1129,19910822-0122,2.0,2014-2015
I-4210,1294,19921127-0120,4.0,2014-2015
I-4211,1140,19781125-0031,4.0,2014-2015
I-4212,1087,19930221-0139,2.0,2014-2015
I-4213,1255,19761009-0055,4.0,2014-2015
I-4214,1250,19910101-0133,1.0,2014-2015
I-4215,1168,19781125-0031,2.0,2014-2015
I-4216,1078,19920320-0121,1.0,2014-2015
I-4217,1019,19761009-0055,1.0,2015-2016
I-4218,1179,19900902-0090,4.0,2015-2016
I-4219,1093,19910327-0096,4.0,2015-2016
I-4220,1085,19750705-0033,3.0,2015-2016
I-4221,1022,19750705-0033,1.0,2015-2016
I-4222,1236,19900619-0076,2.0,2015-2016
I-4223,1200,19790708-0041,4.0,2015-2016
I-4224,1142,19900801-0130,3.0,2015-2016
I-4225,1056,19750331-0036,2.0,2015-2016
I-4226,1020,19900201-0074,4.0,2015-2016
I-4227,1251,19901029-0071,3.0,2016-2017
I-4228,1004,19761009-0055,4.0,2016-2017
I-4229,1271,19901029-0071,4.0,2016-2017
I-4230,1210,19780815-0047,3.0,2016-2017
I-4231,1173,19931226-0118,4.0,2016-2017
I-4232,1166,19761024-0034,1.0,2016-2017
I-4233,1215,19900124-0064,4.0,2016-2017
I-4234,1207,19780815-0047,2.0,2016-2017
I-4235,1117,19900701-0138,3.0,2016-2017
I-4236,1051,19790717-0045,1.0,2016-2017
I-4237,1248,19930616-0127,2.0,2017-2018
I-4238,1127,19780602-0035,3.0,2017-2018
I-4239,1075,19761009-0055,4.0,2017-2018
I-4240,1037,19750705-0033,2.0,2017-2018
I-4241,1278,19930709-0100,1.0,2017-2018
I-4242,1217,19750417-0051,1.0,2017-2018
I-4243,1209,19750417-0051,1.0,2017-2018
I-4244,1078,19750722-0060,1.0,2017-2018
I-4245,1061,19910206-0081,2.0,2017-2018
I-4246,1120,19901026-0111,2.0,2018-2019
I-4247,1275,19910403-0131,3.0,2018-2019
I-4248,1251,19901108-0087,1.0,2018-2019
I-4249,1086,19780317-0052,2.0,2018-2019
I-4250,1284,19911116-0069,1.0,2018-2019
I-4251,1224,19930221-0139,3.0,2018-2019
I-4252,1222,19750705-0033,1.0,2018-2019
I-4253,1008,19910921-0136,4.0,2018-2019
I-4254,1239,19920122-0065,2.0,2019-2020
I-4255,1204,19910514-0068,2.0,2019-2020
I-4256,1251,19750906-0032,2.0,2019-2020
I-4257,1211,19750417-0051,4.0,2019-2020
I-4258,1294,19920320-0121,1.0,2019-2020
I-4259,1199,19750722-0060,3.0,2019-2020
I-4260,1104,19931226-0118,4.0,2019-2020
I-4261,1093,19900801-0130,1.0,2019-2020
I-4262,1091,19900902-0090,3.0,2019-2020
I-4263,1055,19750722-0060,3.0,2019-2020
I-4264,1223,19780317-0052,1.0,2020-2021
I-4265,1214,19750906-0032,3.0,2020-2021
I-4266,1270,19771013-0040,2.0,2020-2021
I-4267,1025,19750220-0037,2.0,2020-2021
I-4268,1206,19781125-0031,4.0,2020-2021
I-4269,1160,19750102-0059,3.0,2020-2021
I-4270,1109,19930326-0132,2.0,2020-2021
I-4271,1024,19750220-0037,4.0,2020-2021
I-4272,1016,19761020-0044,1.0,2020-2021
I-4273,1110,19900520-0063,1.0,2021-2022
I-4274,1262,19930616-0127,2.0,2021-2022
I-4275,1098,19921127-0120,4.0,2021-2022
I-4276,1065,19931212-0079,2.0,2021-2022
I-4277,1183,19761024-0034,1.0,2021-2022
I-4278,1119,19750220-0037,3.0,2021-2022
I-4279,1118,19920602-0073,3.0,2021-2022
I-4280,1115,19900211-0140,4.0,2021-2022
I-4281,1114,19910206-0081,2.0,2021-2022
I-4282,1005,19931118-0062,4.0,2021-2022
I-4283,1133,19770224-0058,4.0,2022-2023
I-4284,1269,19931203-0066,3.0,2022-2023
I-4285,1201,19930414-0106,3.0,2022-2023
I-4286,1299,19900426-0089,4.0,2022-2023
I-4287,1268,19780815-0047,2.0,2022-2023
I-4288,1258,19921002-0129,1.0,2022-2023
I-4289,1123,19760524-0046,1.0,2022-2023
I-4290,1287,19761020-0044,1.0,2023-2024
I-4291,1201,19901011-0119,1.0,2023-2024
I-4292,1299,19910822-0122,1.0,2023-2024
I-4293,1082,19910927-0128,2.0,2023-2024
I-4294,1213,19770224-0058,4.0,2023-2024
I-4295,1169,19780602-0035,3.0,2023-2024
I-4296,1070,19901219-0125,2.0,2023-2024
I-4297,1041,19750906-0032,3.0,2023-2024
I-4298,1037,19781217-0053,3.0,2023-2024
I-4299,1215,19920226-0075,2.0,2013-2014
I-4300,1276,19761009-0055,3.0,2013-2014
I-4301,1141,19770713-0042,2.0,2013-2014
I-4302,1248,19760524-0046,4.0,2013-2014
I-4303,1204,19771013-0040,1.0,2013-2014
I-4304,1186,19930221-0139,4.0,2013-2014
I-4305,1085,19910122-0077,2.0,2013-2014
I-4306,1083,19920917-0109,4.0,2013-2014
I-4307,1109,19921123-0108,1.0,2014-2015
I-4308,1197,19770713-0042,3.0,2014-2015
I-4309,1168,19900701-0138,2.0,2014-2015
I-4310,1127,19900317-0083,4.0,2014-2015
I-4311,1289,19900430-0112,3.0,2014-2015
I-4312,1229,19930326-0132,3.0,2014-2015
I-4313,1173,19760524-0046,2.0,2014-2015
I-4314,1031,19750220-0037,3.0,2014-2015
I-4315,1157,19760524-0046,2.0,2015-2016
I-4316,1206,19900317-0083,1.0,2015-2016
I-4317,1037,19920826-0088,3.0,2015-2016
I-4318,1165,19750331-0036,1.0,2015-2016
I-4319,1161,19921208-0097,3.0,2015-2016
I-4320,1130,19900701-0113,1.0,2015-2016
I-4321,1077,19780602-0035,2.0,2015-2016
I-4322,1061,19921218-0101,1.0,2015-2016
I-4323,1066,19770713-0042,3.0,2016-2017
I-4324,1050,19921002-0129,3.0,2016-2017
I-4325,1189,19770713-0042,1.0,2016-2017
I-4326,1133,19921002-0129,4.0,2016-2017
I-4327,1023,19750102-0059,4.0,2016-2017
I-4328,1256,19900701-0113,2.0,2016-2017
I-4329,1158,19750705-0033,3.0,2016-2017
I-4330,1045,19750220-0037,1.0,2016-2017
I-4331,1025,19901108-0087,1.0,2016-2017
I-4332,1145,19750705-0033,1.0,2017-2018
I-4333,1035,19920602-0073,4.0,2017-2018
I-4334,1226,19750512-0043,2.0,2017-2018
I-4335,1137,19781217-0053,3.0,2017-2018
I-4336,1063,19790618-0048,4.0,2017-2018
I-4337,1013,19921218-0101,2.0,2017-2018
I-4338,1295,19900619-0076,3.0,2017-2018
I-4339,1232,19770713-0042,2.0,2017-2018
I-4340,1216,19931212-0079,4.0,2017-2018
I-4341,1118,19920226-0075,1.0,2017-2018
I-4342,1104,19750331-0036,4.0,2017-2018
I-4343,1042,19910404-0102,2.0,2017-2018
I-4344,1297,19920316-0107,3.0,2018-2019
I-4345,1119,19750512-0043,4.0,2018-2019
I-4346,1073,19760524-0046,3.0,2018-2019
I-4347,1285,19760524-0046,4.0,2018-2019
I-4348,1268,19900128-0095,2.0,2018-2019
I-4349,1263,19750331-0036,3.0,2018-2019
I-4350,1254,19750220-0037,1.0,2018-2019
I-4351,1038,19900430-0112,4.0,2018-2019
I-4352,1010,19750722-0060,4.0,2018-2019
I-4353,1289,19930414-0106,3.0,2019-2020
I-4354,1089,19921218-0101,4.0,2019-2020
I-4355,1124,19901108-0087,1.0,2019-2020
I-4356,1100,19930326-0132,2.0,2019-2020
I-4357,1068,19900430-0112,2.0,2019-2020
I-4358,1296,19930829-0082,3.0,2019-2020
I-4359,1216,19790618-0048,1.0,2019-2020
I-4360,1215,19770713-0042,1.0,2019-2020
I-4361,1211,19760524-0046,1.0,2019-2020
I-4362,1137,19750220-0037,3.0,2019-2020
I-4363,1094,19780317-0052,4.0,2019-2020
I-4364,1267,19911116-0069,3.0,2020-2021
I-4365,1107,19761009-0055,1.0,2020-2021
I-4366,1277,19771013-0040,1.0,2020-2021
I-4367,1273,19900619-0076,2.0,2020-2021
I-4368,1104,19911025-0091,4.0,2020-2021
I-4369,1008,19780815-0047,4.0,2020-2021
I-4370,1278,19750722-0060,2.0,2020-2021
I-4371,1268,19750906-0032,1.0,2020-2021
I-4372,1134,19781217-0053,1.0,2020-2021
I-4373,1084,19930326-0132,1.0,2020-2021
I-4374,1074,19901219-0125,3.0,2020-2021
I-4375,1043,19761009-0055,4.0,2020-2021
I-4376,1258,19920828-0070,4.0,2021-2022
I-4377,1204,19931212-0079,4.0,2021-2022
I-4378,1160,19900801-0130,1.0,2021-2022
I-4379,1090,19900701-0138,3.0,2021-2022
I-4380,1284,19930616-0127,4.0,2021-2022
I-4381,1269,19750512-0043,4.0,2021-2022
I-4382,1168,19910514-0068,3.0,2021-2022
I-4383,1153,19931203-0066,4.0,2021-2022
I-4384,1143,19761020-0044,4.0,2021-2022
I-4385,1072,19930302-0135,4.0,2021-2022
I-4386,1057,19790717-0045,2.0,2022-2023
I-4387,1176,19761020-0044,2.0,2022-2023
I-4388,1109,19790708-0041,1.0,2022-2023
I-4389,1076,19790426-0049,1.0,2022-2023
I-4390,1242,19910206-0081,1.0,2022-2023
I-4391,1210,19750906-0032,2.0,2022-2023
I-4392,1160,19781217-0053,1.0,2022-2023
I-4393,1108,19750102-0059,1.0,2022-2023
I-4394,1083,19910817-0092,4.0,2022-2023
I-4395,1107,19750331-0036,3.0,2023-2024
I-4396,1168,19771013-0040,3.0,2023-2024
I-4397,1154,19930906-0110,1.0,2023-2024
I-4398,1125,19770224-0058,2.0,2023-2024
I-4399,1104,19910122-0077,1.0,2023-2024
I-4400,1299,19750417-0051,3.0,2023-2024
I-4401,1297,19900119-0104,1.0,2023-2024
I-4402,1294,19910514-0068,1.0,2023-2024
I-4403,1127,19930508-0061,3.0,2023-2024
I-4404,1120,19790618-0048,1.0,2023-2024
I-4405,1134,19750512-0043,2.0,2013-2014
I-4406,1114,19910206-0081,3.0,2013-2014
I-4407,1279,19900317-0083,2.0,2013-2014
I-4408,1190,19920917-0109,4.0,2013-2014
I-4409,1116,19930616-0127,2.0,2013-2014
I-4410,1269,19931118-0062,3.0,2013-2014
I-4411,1206,19790426-0049,4.0,2013-2014
I-4412,1154,19780602-0035,1.0,2013-2014
I-4413,1041,19900426-0089,3.0,2013-2014
I-4414,1201,19930906-0110,2.0,2014-2015
I-4415,1023,19750102-0059,1.0,2014-2015
I-4416,1280,19781125-0031,3.0,2014-2015
I-4417,1230,19750331-0036,2.0,2014-2015
I-4418,1208,19780602-0035,3.0,2014-2015
I-4419,1153,19790426-0049,1.0,2014-2015
I-4420,1274,19750512-0043,1.0,2014-2015
I-4421,1238,19900119-0104,4.0,2014-2015
I-4422,1193,19750102-0059,2.0,2014-2015
I-4423,1165,19750705-0033,1.0,2014-2015
I-4424,1065,19770224-0058,2.0,2014-2015
I-4425,1112,19790717-0045,3.0,2015-2016
I-4426,1238,19760524-0046,2.0,2015-2016
I-4427,1188,19770713-0042,4.0,2015-2016
I-4428,1135,19910822-0122,1.0,2015-2016
I-4429,1058,19780815-0047,4.0,2015-2016
I-4430,1198,19771013-0040,1.0,2015-2016
I-4431,1158,19910817-0092,4.0,2015-2016
I-4432,1100,19910927-0128,2.0,2015-2016
I-4433,1081,19750220-0037,4.0,2015-2016
I-4434,1078,19900317-0083,2.0,2015-2016
I-4435,1267,19760108-0050,3.0,2016-2017
I-4436,1064,19911116-0069,4.0,2016-2017
I-4437,1291,19751018-0039,3.0,2016-2017
I-4438,1277,19930906-0110,1.0,2016-2017
I-4439,1212,19770713-0042,4.0,2016-2017
I-4440,1123,19930326-0132,4.0,2016-2017
I-4441,1220,19900619-0076,2.0,2016-2017
I-4442,1165,19901219-0125,4.0,2016-2017
I-4443,1077,19910927-0128,2.0,2016-2017
I-4444,1056,19901026-0111,1.0,2016-2017
I-4445,1282,19750417-0051,4.0,2017-2018
I-4446,1089,19931203-0066,3.0,2017-2018
I-4447,1297,19750906-0032,4.0,2017-2018
I-4448,1248,19790702-0038,1.0,2017-2018
I-4449,1227,19790618-0048,1.0,2017-2018
I-4450,1037,19911025-0091,2.0,2017-2018
I-4451,1296,19761009-0055,2.0,2017-2018
I-4452,1266,19751018-0039,1.0,2017-2018
I-4453,1201,19750331-0036,3.0,2017-2018
I-4454,1011,19920826-0088,1.0,2017-2018
I-4455,1178,19750512-0043,2.0,2018-2019
I-4456,1033,19930302-0135,2.0,2018-2019
I-4457,1258,19920320-0121,3.0,2018-2019
I-4458,1096,19781217-0053,1.0,2018-2019
I-4459,1065,19930906-0110,3.0,2018-2019
I-4460,1263,19900818-0116,1.0,2018-2019
I-4461,1211,19780602-0035,1.0,2018-2019
I-4462,1184,19900520-0063,4.0,2018-2019
I-4463,1173,19780602-0035,1.0,2018-2019
I-4464,1027,19920505-0115,1.0,2018-2019
I-4465,1012,19780815-0047,4.0,2018-2019
I-4466,1080,19910820-0078,2.0,2019-2020
I-4467,1032,19760524-0046,1.0,2019-2020
I-4468,1282,19761024-0034,4.0,2019-2020
I-4469,1124,19761024-0034,3.0,2019-2020
I-4470,1083,19910101-0133,2.0,2019-2020
I-4471,1026,19790702-0038,3.0,2019-2020
I-4472,1297,19790618-0048,3.0,2019-2020
I-4473,1152,19900426-0089,3.0,2019-2020
I-4474,1028,19901108-0087,4.0,2019-2020
I-4475,1006,19780815-0047,4.0,2019-2020
I-4476,1046,19750417-0051,4.0,2020-2021
I-4477,1271,19900201-0074,4.0,2020-2021
I-4478,1201,19770713-0042,3.0,2020-2021
I-4479,1258,19750122-0056,3.0,2020-2021
I-4480,1259,19790708-0041,1.0,2020-2021
I-4481,1241,19750906-0032,3.0,2020-2021
I-4482,1038,19931212-0079,3.0,2020-2021
I-4483,1022,19931203-0066,1.0,2020-2021
I-4484,1043,19900701-0113,4.0,2021-2022
I-4485,1264,19750512-0043,3.0,2021-2022
I-4486,1041,19901002-0085,4.0,2021-2022
I-4487,1037,19930228-0086,4.0,2021-2022
I-4488,1270,19920505-0115,1.0,2021-2022
I-4489,1254,19750705-0033,1.0,2021-2022
I-4490,1232,19920602-0073,1.0,2021-2022
I-4491,1032,19900616-0124,1.0,2021-2022
I-4492,1177,19750220-0037,1.0,2022-2023
I-4493,1262,19790717-0045,2.0,2022-2023
I-4494,1242,19920504-0093,2.0,2022-2023
I-4495,1104,19750102-0059,4.0,2022-2023
I-4496,1263,19900818-0116,3.0,2022-2023
I-4497,1226,19790702-0038,2.0,2022-2023
I-4498,1158,19901108-0087,2.0,2022-2023
I-4499,1037,19910817-0092,4.0,2022-2023
I-4500,1011,19750417-0051,1.0,2022-2023
I-4501,1155,19910822-0122,4.0,2023-2024
I-4502,1034,19770224-0058,1.0,2023-2024
I-4503,1273,19781130-0054,1.0,2023-2024
I-4504,1220,19780317-0052,2.0,2023-2024
I-4505,1099,19750220-0037,4.0,2023-2024
I-4506,1080,19900211-0140,4.0,2023-2024
I-4507,1283,19930228-0086,1.0,2023-2024
I-4508,1189,19750705-0033,2.0,2023-2024
I-4509,1092,19770224-0058,3.0,2023-2024
I-4510,1005,19761020-0044,4.0,2023-2024
I-4511,1218,19910817-0092,4.0,2013-2014
I-4512,1287,19931231-0099,2.0,2013-2014
I-4513,1212,19750122-0056,1.0,2013-2014
I-4514,1077,19921208-0097,1.0,2013-2014
I-4515,1070,19750705-0033,2.0,2013-2014
I-4516,1224,19900902-0090,2.0,2013-2014
I-4517,1153,19750417-0051,3.0,2013-2014
I-4518,1119,19760524-0046,4.0,2013-2014
I-4519,1111,19750722-0060,1.0,2013-2014
I-4520,1086,19751018-0039,3.0,2013-2014
I-4521,1080,19930302-0135,2.0,2013-2014
I-4522,1290,19900211-0140,4.0,2014-2015
I-4523,1189,19750705-0033,2.0,2014-2015
I-4524,1096,19920505-0115,4.0,2014-2015
I-4525,1297,19930919-0137,1.0,2014-2015
I-4526,1174,19910327-0096,3.0,2014-2015
I-4527,1168,19770224-0058,1.0,2014-2015
I-4528,1113,19780815-0047,1.0,2014-2015
I-4529,1053,19900317-0083,3.0,2014-2015
I-4530,1136,19770713-0042,4.0,2015-2016
I-4531,1226,19930906-0110,3.0,2015-2016
I-4532,1218,19750220-0037,2.0,2015-2016
I-4533,1165,19750220-0037,2.0,2015-2016
I-4534,1083,19910327-0096,1.0,2015-2016
I-4535,1291,19900619-0076,2.0,2015-2016
I-4536,1245,19900723-0126,4.0,2015-2016
I-4537,1158,19781217-0053,1.0,2015-2016
I-4538,1134,19910206-0081,4.0,2015-2016
I-4539,1121,19920217-0098,3.0,2015-2016
I-4540,1112,19921123-0108,3.0,2015-2016
I-4541,1118,19790702-0038,1.0,2016-2017
I-4542,1128,19750722-0060,1.0,2016-2017
I-4543,1054,19750906-0032,2.0,2016-2017
I-4544,1243,19900619-0076,3.0,2016-2017
I-4545,1215,19920122-0065,1.0,2016-2017
I-4546,1061,19780602-0035,2.0,2016-2017
I-4547,1040,19921218-0101,4.0,2016-2017
I-4548,1258,19931203-0066,2.0,2017-2018
I-4549,1172,19910404-0102,3.0,2017-2018
I-4550,1283,19930512-0117,2.0,2017-2018
I-4551,1278,19771013-0040,2.0,2017-2018
I-4552,1156,19920122-0065,2.0,2017-2018
I-4553,1107,19900723-0126,4.0,2017-2018
I-4554,1082,19760524-0046,2.0,2017-2018
I-4555,1057,19930616-0127,3.0,2017-2018
I-4556,1036,19760108-0050,1.0,2017-2018
I-4557,1144,19750331-0036,2.0,2018-2019
I-4558,1249,19780815-0047,4.0,2018-2019
I-4559,1246,19910514-0068,3.0,2018-2019
I-4560,1094,19910122-0077,4.0,2018-2019
I-4561,1028,19750722-0060,2.0,2018-2019
I-4562,1268,19750220-0037,2.0,2018-2019
I-4563,1179,19751018-0039,1.0,2018-2019
I-4564,1170,19750512-0043,2.0,2018-2019
I-4565,1158,19780317-0052,2.0,2018-2019
I-4566,1062,19750906-0032,3.0,2018-2019
I-4567,1194,19920206-0072,1.0,2019-2020
I-4568,1250,19920122-0065,1.0,2019-2020
I-4569,1241,19780602-0035,3.0,2019-2020
I-4570,1222,19910403-0103,3.0,2019-2020
I-4571,1159,19920828-0070,1.0,2019-2020
I-4572,1259,19921002-0129,3.0,2019-2020
I-4573,1244,19790717-0045,3.0,2019-2020
I-4574,1238,19751018-0039,1.0,2019-2020
I-4575,1203,19920122-0065,4.0,2019-2020
I-4576,1054,19900321-0080,2.0,2019-2020
I-4577,1016,19920504-0093,3.0,2019-2020
I-4578,1206,19930919-0137,4.0,2020-2021
I-4579,1004,19901002-0085,1.0,2020-2021
I-4580,1268,19920504-0093,1.0,2020-2021
I-4581,1193,19780815-0047,4.0,2020-2021
I-4582,1141,19900801-0130,3.0,2020-2021
I-4583,1028,19750722-0060,4.0,2020-2021
I-4584,1235,19750705-0033,2.0,2020-2021
I-4585,1185,19790426-0049,2.0,2020-2021
I-4586,1173,19760524-0046,3.0,2020-2021
I-4587,1103,19761009-0055,1.0,2020-2021
I-4588,1010,19780602-0035,3.0,2020-2021
I-4589,1159,19931226-0118,4.0,2021-2022
I-4590,1294,19900317-0083,4.0,2021-2022
I-4591,1281,19781217-0053,1.0,2021-2022
I-4592,1137,19920122-0065,3.0,2021-2022
I-4593,1098,19750705-0033,1.0,2021-2022
I-4594,1285,19930508-0061,2.0,2021-2022
I-4595,1223,19910206-0081,3.0,2021-2022
I-4596,1207,19900430-0112,4.0,2021-2022
I-4597,1160,19920316-0107,1.0,2021-2022
I-4598,1104,19750906-0032,2.0,2021-2022
I-4599,1044,19900128-0095,3.0,2021-2022
I-4600,1043,19761009-0055,3.0,2022-2023
I-4601,1217,19761009-0055,2.0,2022-2023
I-4602,1088,19910822-0122,3.0,2022-2023
I-4603,1250,19750512-0043,3.0,2022-2023
I-4604,1222,19790708-0041,1.0,2022-2023
I-4605,1127,19930616-0127,2.0,2022-2023
I-4606,1099,19760524-0046,3.0,2022-2023
I-4607,1092,19790708-0041,2.0,2022-2023
I-4608,1035,19900321-0080,3.0,2023-2024
I-4609,1297,19900902-0114,4.0,2023-2024
I-4610,1222,19780815-0047,3.0,2023-2024
I-4611,1146,19761020-0044,1.0,2023-2024
I-4612,1239,19931231-0099,4.0,2023-2024
I-4613,1092,19750906-0032,4.0,2023-2024
I-4614,1088,19920316-0107,2.0,2023-2024
I-4615,1050,19751018-0039,3.0,2023-2024
I-4616,1030,19781125-0031,2.0,2023-2024
I-4617,1014,19761020-0044,3.0,2023-2024
I-4618,1182,19931212-0079,2.0,2013-2014
I-4619,1004,19790708-0041,4.0,2013-2014
I-4620,1262,19750102-0059,2.0,2013-2014
I-4621,1159,19900124-0064,3.0,2013-2014
I-4622,1104,19761020-0044,4.0,2013-2014
I-4623,1228,19930508-0061,3.0,2013-2014
I-4624,1215,19780424-0057,1.0,2013-2014
I-4625,1191,19920826-0088,1.0,2013-2014
I-4626,1095,19750102-0059,3.0,2013-2014
I-4627,1030,19910921-0136,4.0,2013-2014
I-4628,1272,19900321-0080,3.0,2014-2015
I-4629,1088,19900801-0130,1.0,2014-2015
I-4630,1227,19761024-0034,2.0,2014-2015
I-4631,1146,19790717-0045,1.0,2014-2015
I-4632,1242,19920226-0075,2.0,2014-2015
I-4633,1197,19781217-0053,1.0,2014-2015
I-4634,1180,19780424-0057,3.0,2014-2015
I-4635,1148,19920122-0065,1.0,2014-2015
I-4636,1143,19910404-0102,1.0,2014-2015
I-4637,1119,19920316-0107,3.0,2014-2015
I-4638,1140,19900317-0083,4.0,2015-2016
I-4639,1136,19920316-0107,4.0,2015-2016
I-4640,1262,19790618-0048,2.0,2015-2016
I-4641,1252,19750705-0033,3.0,2015-2016
I-4642,1160,19901029-0071,4.0,2015-2016
I-4643,1072,19760524-0046,1.0,2015-2016
I-4644,1268,19900616-0124,2.0,2015-2016
I-4645,1192,19761024-0034,1.0,2015-2016
I-4646,1133,19910820-0078,1.0,2015-2016
I-4647,1104,19931118-0062,4.0,2015-2016
